StudyID,TraitNo,TraitDesc,TraitType,PC,Sex,Parent_Hybrid,Species_or_CrossType,Cross_Name,Cross_Dir,Dam.Parent1,Sire.Parent2,Trait_mean,Trait_var,Trait_var_Cat,Trait_n,CI.Letters,Ambig.Perf,Cross_ID,ParentID,Parents_Identical,Trait_mean2,Trait_mean_sub,Trait.mean.scaled,Trait.mean.scaled.zero,Trait.mean.div.by.max.sub.1,MaxSub1.Div.Min
Gottsberger_2007,8,Pulse_period_ms,Behaviour,No,M,Hybrid,F2,F2,NA,NA,NA,9.6,1,SD,6,NA,NA,A,NA,FALSE,9.6,1,4.999999999999973,8.999999999999947,-0.04950495049504955,0.7727272727272725
Gottsberger_2007,9,Phase-shift_in,Behaviour,No,M,Hybrid,F2,F2,NA,NA,NA,164.1,37.5,SD,6,NA,NA,A,NA,FALSE,164.1,78.19999999999999,1.6999999999999997,2.3999999999999995,-0.00545454545454549,0.9886219974715549
Gottsberger_2007,1,Song_duration_s,Behaviour,No,M,Hybrid,BC,bru_backcross,NA,C_brunneus,F1,14.47,5.66,SD,7,NA,NA,A,NA,FALSE,14.47,2.630000000000001,6.2619047619047645,11.523809523809529,0,1
Gottsberger_2007,2,Phrase_duration_s,Behaviour,No,M,Hybrid,BC,bru_backcross,NA,C_brunneus,F1,0.29,0.09,SD,7,NA,NA,A,NA,FALSE,0.29,-1.7799999999999998,0.9417989417989419,0.8835978835978837,-0.8599033816425121,0.05820105820105825
Gottsberger_2007,3,Phrase_pause_s,Behaviour,No,M,Hybrid,BC,bru_backcross,NA,C_brunneus,F1,1.68,0.25,SD,7,NA,NA,A,NA,FALSE,1.68,-0.3800000000000001,0.95,0.8999999999999999,-0.18446601941747576,0.20833333333333326
Gottsberger_2007,4,Number_of_phrases,Behaviour,No,M,Hybrid,BC,bru_backcross,NA,C_brunneus,F1,8.1,2.6,SD,7,NA,NA,A,NA,FALSE,8.1,4.8999999999999995,1.065217391304348,1.1304347826086958,0,1
Gottsberger_2007,5,Syllables_per_phrase,Behaviour,No,M,Hybrid,BC,bru_backcross,NA,C_brunneus,F1,5.1,1.7,SD,7,NA,NA,A,NA,FALSE,5.1,-27.4,1.0073529411764706,1.0147058823529411,-0.8430769230769231,0.10163934426229515
Gottsberger_2007,6,Pulses_per_syllable,Behaviour,No,M,Hybrid,BC,bru_backcross,NA,C_brunneus,F1,5.3,2.9,SD,7,NA,NA,A,NA,FALSE,5.3,-0.9000000000000004,0.2903225806451614,-0.41935483870967716,-0.834375,0.07612456747404839
Gottsberger_2007,7,Syllable_period_ms,Behaviour,No,M,Hybrid,BC,bru_backcross,NA,C_brunneus,F1,50.3,26.5,SD,7,NA,NA,A,NA,FALSE,50.3,-9.800000000000004,0.32131147540983623,-0.35737704918032753,-0.8048117966627861,0.09074967119684352
Gottsberger_2007,8,Pulse_period_ms,Behaviour,No,M,Hybrid,BC,bru_backcross,NA,C_brunneus,F1,10.1,1.2,SD,7,NA,NA,A,NA,FALSE,10.1,1.5,7.49999999999996,13.99999999999992,0,1
Gottsberger_2007,9,Phase-shift_in,Behaviour,No,M,Hybrid,BC,bru_backcross,NA,C_brunneus,F1,123.6,33.3,SD,7,NA,NA,A,NA,FALSE,123.6,37.69999999999999,0.8195652173913041,0.6391304347826081,-0.25090909090909097,0.4766118836915295
Gottsberger_2007,1,Song_duration_s,Behaviour,No,M,Parent,Chorthippus_brunneus,C_brunneus,NA,NA,NA,12.26,4.82,SD,20,NA,NA,A,B,FALSE,12.26,0.41999999999999993,1,1,-0.15272978576364893,0.6394779771615009
Gottsberger_2007,2,Phrase_duration_s,Behaviour,No,M,Parent,Chorthippus_brunneus,C_brunneus,NA,NA,NA,0.18,0.04,SD,20,NA,NA,A,B,FALSE,0.18,-1.89,1,1,-0.9130434782608696,0
Gottsberger_2007,3,Phrase_pause_s,Behaviour,No,M,Parent,Chorthippus_brunneus,C_brunneus,NA,NA,NA,1.66,0.54,SD,20,NA,NA,A,B,FALSE,1.66,-0.40000000000000013,1,1,-0.19417475728155342,0.16666666666666663
Gottsberger_2007,4,Number_of_phrases,Behaviour,No,M,Parent,Chorthippus_brunneus,C_brunneus,NA,NA,NA,7.8,2.4,SD,20,NA,NA,A,B,FALSE,7.8,4.6,1,1,-0.03703703703703698,0.9387755102040818
Gottsberger_2007,5,Syllables_per_phrase,Behaviour,No,M,Parent,Chorthippus_brunneus,C_brunneus,NA,NA,NA,5.3,1,SD,20,NA,NA,A,B,FALSE,5.3,-27.2,1,1,-0.8369230769230769,0.1081967213114754
Gottsberger_2007,6,Pulses_per_syllable,Behaviour,No,M,Parent,Chorthippus_brunneus,C_brunneus,NA,NA,NA,3.1,0.1,SD,20,NA,NA,A,B,FALSE,3.1,-3.1,1,1,-0.903125,0
Gottsberger_2007,7,Syllable_period_ms,Behaviour,No,M,Parent,Chorthippus_brunneus,C_brunneus,NA,NA,NA,29.6,4.5,SD,20,NA,NA,A,B,FALSE,29.6,-30.5,1,1,-0.8851377570818781,0
Gottsberger_2007,8,Pulse_period_ms,Behaviour,No,M,Parent,Chorthippus_brunneus,C_brunneus,NA,NA,NA,8.8,1.4,SD,20,NA,NA,A,B,FALSE,8.8,0.20000000000000107,1,1,-0.1287128712871286,0.4090909090909095
Gottsberger_2007,9,Phase-shift_in,Behaviour,No,M,Parent,Chorthippus_brunneus,C_brunneus,NA,NA,NA,131.9,20.6,SD,20,NA,NA,A,B,FALSE,131.9,46,1,1,-0.20060606060606057,0.581542351453856
Rogers_2002,3,Depth_selection,Behaviour,No,NA,Parent,Coregonus_clupeaformis_Dwarf,Dwarf,NA,NA,NA,44,9.35859676,SD,4,NA,NA,A,A,FALSE,44,0,-0,-1,0,1
Rogers_2002,4,Directional_changes,Behaviour,No,NA,Parent,Coregonus_clupeaformis_Dwarf,Dwarf,NA,NA,NA,4.1,1.02469508,SD,4,NA,NA,A,A,FALSE,4.1,0,-0,-1,0,1
Rogers_2002,2,Burst_swimming,Behaviour,No,NA,Parent,Coregonus_clupeaformis_Dwarf,Dwarf,NA,NA,NA,1.3,0.25819889,SD,4,NA,NA,A,A,FALSE,1.3,0,-0,-1,0,1
Rogers_2002,3,Depth_selection,Behaviour,No,NA,Parent,Coregonus_clupeaformis_Normal,Normal,NA,NA,NA,18,3.46410162,SD,4,NA,NA,A,B,FALSE,18,-26,1,1,-0.5909090909090908,0
Rogers_2002,4,Directional_changes,Behaviour,No,NA,Parent,Coregonus_clupeaformis_Normal,Normal,NA,NA,NA,2,0.36514837,SD,4,NA,NA,A,B,FALSE,2,-2.0999999999999996,1,1,-0.5121951219512195,0.12499999999999989
Rogers_2002,2,Burst_swimming,Behaviour,No,NA,Parent,Coregonus_clupeaformis_Normal,Normal,NA,NA,NA,0.2,0.28284271,SD,4,NA,NA,A,B,FALSE,0.2,-1.1,1,1,-0.8461538461538461,0
Rogers_2002,3,Depth_selection,Behaviour,No,NA,Hybrid,F1,DfNm,A,Dwarf,Normal,28,7.76745347,SD,4,NA,NA,A,NA,FALSE,28,-16,0.6153846153846154,0.23076923076923084,-0.36363636363636365,0.38461538461538447
Rogers_2002,4,Directional_changes,Behaviour,No,NA,Hybrid,F1,DfNm,A,Dwarf,Normal,1.7,0.70237692,SD,4,NA,NA,A,NA,FALSE,1.7,-2.3999999999999995,1.1428571428571428,1.2857142857142856,-0.5853658536585366,0
Rogers_2002,2,Burst_swimming,Behaviour,No,NA,Hybrid,F1,DfNm,A,Dwarf,Normal,0.5,0.1,SD,4,NA,NA,A,NA,FALSE,0.5,-0.8,0.7272727272727273,0.4545454545454546,-0.6153846153846154,0.2727272727272727
Rogers_2002,3,Depth_selection,Behaviour,No,NA,Hybrid,F1,NfDm,B,Normal,Dwarf,31,10.7199192,SD,4,NA,NA,A,NA,FALSE,31,-13,0.5,0,-0.2954545454545454,0.5
Rogers_2002,4,Directional_changes,Behaviour,No,NA,Hybrid,F1,NfDm,B,Normal,Dwarf,2.5,1.3114877,SD,4,NA,NA,A,NA,FALSE,2.5,-1.5999999999999996,0.7619047619047619,0.5238095238095237,-0.3902439024390243,0.3333333333333335
Rogers_2002,2,Burst_swimming,Behaviour,No,NA,Hybrid,F1,NfDm,B,Normal,Dwarf,0.4,0.16329932,SD,4,NA,NA,A,NA,FALSE,0.4,-0.9,0.8181818181818181,0.6363636363636362,-0.6923076923076923,0.18181818181818188
Raeymaekers_2009,29,Zigzag,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Lake,Lake,NA,NA,NA,0.1,0.05,SE,21,NA,NA,A,B,FALSE,0.1,-0.15,1,1,-0.6,0
Raeymaekers_2009,16,Lead,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Lake,Lake,NA,NA,NA,0.1,0.06,SE,21,NA,NA,A,B,FALSE,0.1,0.04000000000000001,1,1,-0.2857142857142857,0.5000000000000001
Raeymaekers_2009,2,Circle_dance,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Lake,Lake,NA,NA,NA,0.12,0.06,SE,21,NA,NA,A,B,FALSE,0.12,-0.010000000000000009,1,1,-0.07692307692307698,0
Raeymaekers_2009,8,Direct_approach,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Lake,Lake,NA,NA,NA,0.31,0.05,SE,21,NA,NA,A,B,FALSE,0.31,-0.13,1,1,-0.2954545454545454,0
Raeymaekers_2009,21,Nest_pecking,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Lake,Lake,NA,NA,NA,0.25,0.06,SE,21,NA,NA,A,B,FALSE,0.25,-0.020000000000000018,1,1,-0.19354838709677413,0
Raeymaekers_2009,10,Fanning,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Lake,Lake,NA,NA,NA,0.32,0.07,SE,21,NA,NA,A,B,FALSE,0.32,-0.08000000000000002,1,1,-0.30434782608695654,0
Raeymaekers_2009,3,Collecting,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Lake,Lake,NA,NA,NA,0.2,0.06,SE,21,NA,NA,A,B,FALSE,0.2,0.1,1,1,0,1
Raeymaekers_2009,15,Glueing,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Lake,Lake,NA,NA,NA,0.07,0.03,SE,21,NA,NA,A,B,FALSE,0.07,0.030000000000000006,1,1,0,1
Raeymaekers_2009,24,Showing_the_nest,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Lake,Lake,NA,NA,NA,0.12,0.06,SE,21,NA,NA,A,B,FALSE,0.12,0.039999999999999994,1,1,-0.4285714285714286,0.3076923076923077
Raeymaekers_2009,5,Creeping_through,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Lake,Lake,NA,NA,NA,0.03,0.02,SE,21,NA,NA,A,B,FALSE,0.03,-0.04000000000000001,1,1,-0.625,0
Raeymaekers_2009,9,Dorsal_pricking,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Lake,Lake,NA,NA,NA,0,0,SE,21,NA,NA,A,B,FALSE,0,-0.01,1,1,-1,0
Raeymaekers_2009,11,Female_bite,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Lake,Lake,NA,NA,NA,0.72,0.12,SE,21,NA,NA,A,B,FALSE,0.72,0.26999999999999996,1,1,0,1
Raeymaekers_2009,12,Female_chase,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Lake,Lake,NA,NA,NA,0.02,0.01,SE,21,NA,NA,A,B,FALSE,0.02,-0.039999999999999994,1,1,-0.6666666666666666,0
Raeymaekers_2009,20,Menacing,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Lake,Lake,NA,NA,NA,0.2,0.03,SE,21,NA,NA,A,B,FALSE,0.2,0.1228,1,1,0,1
Raeymaekers_2009,26,Stealing,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Lake,Lake,NA,NA,NA,0.18,0.05,SE,21,NA,NA,A,B,FALSE,0.18,0.13829999999999998,1,1,0,1
Raeymaekers_2009,22,Opponent_bite,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Lake,Lake,NA,NA,NA,0.37,0.08,SE,21,NA,NA,A,B,FALSE,0.37,0.054300000000000015,0.9999999999999999,0.9999999999999998,0,1
Raeymaekers_2009,23,Opponent_chase,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Lake,Lake,NA,NA,NA,0.15,0.04,SE,21,NA,NA,A,B,FALSE,0.15,-0.014100000000000001,0.9999999999999999,0.9999999999999998,-0.08592321755027421,0.6802721088435375
Raeymaekers_2009,29,Zigzag,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Inlet,Inlet,NA,NA,NA,0.25,0.05,SE,28,NA,NA,A,A,FALSE,0.25,0,-0,-1,0,1
Raeymaekers_2009,16,Lead,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Inlet,Inlet,NA,NA,NA,0.06,0.03,SE,28,NA,NA,A,A,FALSE,0.06,0,0,-1,-0.5714285714285715,0
Raeymaekers_2009,2,Circle_dance,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Inlet,Inlet,NA,NA,NA,0.13,0.04,SE,28,NA,NA,A,A,FALSE,0.13,0,-0,-1,0,1
Raeymaekers_2009,8,Direct_approach,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Inlet,Inlet,NA,NA,NA,0.44,0.05,SE,28,NA,NA,A,A,FALSE,0.44,0,-0,-1,0,1
Raeymaekers_2009,21,Nest_pecking,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Inlet,Inlet,NA,NA,NA,0.27,0.05,SE,28,NA,NA,A,A,FALSE,0.27,0,-0,-1,-0.12903225806451601,0.3333333333333337
Raeymaekers_2009,10,Fanning,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Inlet,Inlet,NA,NA,NA,0.4,0.08,SE,28,NA,NA,A,A,FALSE,0.4,0,-0,-1,-0.13043478260869568,0.5714285714285714
Raeymaekers_2009,3,Collecting,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Inlet,Inlet,NA,NA,NA,0.1,0.03,SE,28,NA,NA,A,A,FALSE,0.1,0,0,-1,-0.5,0
Raeymaekers_2009,15,Glueing,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Inlet,Inlet,NA,NA,NA,0.04,0.02,SE,28,NA,NA,A,A,FALSE,0.04,0,0,-1,-0.4285714285714286,0
Raeymaekers_2009,24,Showing_the_nest,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Inlet,Inlet,NA,NA,NA,0.08,0.04,SE,28,NA,NA,A,A,FALSE,0.08,0,0,-1,-0.6190476190476191,0
Raeymaekers_2009,5,Creeping_through,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Inlet,Inlet,NA,NA,NA,0.07,0.02,SE,28,NA,NA,A,A,FALSE,0.07,0,-0,-1,-0.12499999999999989,0.8000000000000002
Raeymaekers_2009,9,Dorsal_pricking,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Inlet,Inlet,NA,NA,NA,0.01,0.01,SE,28,NA,NA,A,A,FALSE,0.01,0,-0,-1,0,1
Raeymaekers_2009,11,Female_bite,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Inlet,Inlet,NA,NA,NA,0.45,0.07,SE,28,NA,NA,A,A,FALSE,0.45,0,0,-1,-0.375,0
Raeymaekers_2009,12,Female_chase,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Inlet,Inlet,NA,NA,NA,0.06,0.03,SE,28,NA,NA,A,A,FALSE,0.06,0,-0,-1,0,1
Raeymaekers_2009,20,Menacing,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Inlet,Inlet,NA,NA,NA,0.0772,0.0291,SE,28,NA,NA,A,A,FALSE,0.0772,0,0,-1,-0.614,0
Raeymaekers_2009,26,Stealing,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Inlet,Inlet,NA,NA,NA,0.0417,0.0165,SE,28,NA,NA,A,A,FALSE,0.0417,0,0,-1,-0.7683333333333333,0.012142857142857233
Raeymaekers_2009,22,Opponent_bite,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Inlet,Inlet,NA,NA,NA,0.3157,0.0833,SE,28,NA,NA,A,A,FALSE,0.3157,0,0,-1,-0.1467567567567568,0.3966666666666664
Raeymaekers_2009,23,Opponent_chase,Behaviour,No,M,Parent,Gasterosteus_aculeatus_Misty_Inlet,Inlet,NA,NA,NA,0.1641,0.0332,SE,28,NA,NA,A,A,FALSE,0.1641,0,-0,-1,0,1
Raeymaekers_2009,29,Zigzag,Behaviour,No,M,Hybrid,F1,Hybrid,NA,NA,NA,0.24,0.05,SE,26,NA,NA,A,NA,FALSE,0.24,-0.010000000000000009,0.06666666666666674,-0.8666666666666665,-0.040000000000000036,0.9333333333333332
Raeymaekers_2009,16,Lead,Behaviour,No,M,Hybrid,F1,Hybrid,NA,NA,NA,0.14,0.05,SE,26,NA,NA,A,NA,FALSE,0.14,0.08000000000000002,2,3,0,1
Raeymaekers_2009,2,Circle_dance,Behaviour,No,M,Hybrid,F1,Hybrid,NA,NA,NA,0.12,0.04,SE,26,NA,NA,A,NA,FALSE,0.12,-0.010000000000000009,1,1,-0.07692307692307698,0
Raeymaekers_2009,8,Direct_approach,Behaviour,No,M,Hybrid,F1,Hybrid,NA,NA,NA,0.4,0.04,SE,26,NA,NA,A,NA,FALSE,0.4,-0.03999999999999998,0.3076923076923075,-0.384615384615385,-0.09090909090909083,0.6923076923076925
Raeymaekers_2009,21,Nest_pecking,Behaviour,No,M,Hybrid,F1,Hybrid,NA,NA,NA,0.31,0.07,SE,26,NA,NA,A,NA,FALSE,0.31,0.03999999999999998,-1.9999999999999973,-4.999999999999995,0,1
Raeymaekers_2009,10,Fanning,Behaviour,No,M,Hybrid,F1,Hybrid,NA,NA,NA,0.46,0.06,SE,26,NA,NA,A,NA,FALSE,0.46,0.06,-0.7499999999999999,-2.5,0,1
Raeymaekers_2009,3,Collecting,Behaviour,No,M,Hybrid,F1,Hybrid,NA,NA,NA,0.1,0.03,SE,26,NA,NA,A,NA,FALSE,0.1,0,0,-1,-0.5,0
Raeymaekers_2009,15,Glueing,Behaviour,No,M,Hybrid,F1,Hybrid,NA,NA,NA,0.07,0.03,SE,26,NA,NA,A,NA,FALSE,0.07,0.030000000000000006,1,1,0,1
Raeymaekers_2009,24,Showing_the_nest,Behaviour,No,M,Hybrid,F1,Hybrid,NA,NA,NA,0.21,0.06,SE,26,NA,NA,A,NA,FALSE,0.21,0.13,3.2500000000000004,5.500000000000001,0,1
Raeymaekers_2009,5,Creeping_through,Behaviour,No,M,Hybrid,F1,Hybrid,NA,NA,NA,0.08,0.03,SE,26,NA,NA,A,NA,FALSE,0.08,0.009999999999999995,-0.24999999999999983,-1.4999999999999996,0,1
Raeymaekers_2009,9,Dorsal_pricking,Behaviour,No,M,Hybrid,F1,Hybrid,NA,NA,NA,0.01,0.01,SE,26,NA,NA,A,NA,FALSE,0.01,0,-0,-1,0,1
Raeymaekers_2009,11,Female_bite,Behaviour,No,M,Hybrid,F1,Hybrid,NA,NA,NA,0.63,0.08,SE,26,NA,NA,A,NA,FALSE,0.63,0.18,0.6666666666666667,0.3333333333333335,-0.125,0.6666666666666667
Raeymaekers_2009,12,Female_chase,Behaviour,No,M,Hybrid,F1,Hybrid,NA,NA,NA,0.04,0.02,SE,26,NA,NA,A,NA,FALSE,0.04,-0.019999999999999997,0.5,0,-0.33333333333333326,0.5000000000000001
Raeymaekers_2009,20,Menacing,Behaviour,No,M,Hybrid,F1,Hybrid,NA,NA,NA,0.14,0.04,SE,26,NA,NA,A,NA,FALSE,0.14,0.06280000000000001,0.5114006514657982,0.022801302931596323,-0.29999999999999993,0.5114006514657982
Raeymaekers_2009,26,Stealing,Behaviour,No,M,Hybrid,F1,Hybrid,NA,NA,NA,0.04,0.02,SE,26,NA,NA,A,NA,FALSE,0.04,-0.0017000000000000001,-0.012292118582791037,-1.024584237165582,-0.7777777777777778,0
Raeymaekers_2009,22,Opponent_bite,Behaviour,No,M,Hybrid,F1,Hybrid,NA,NA,NA,0.28,0.06,SE,26,NA,NA,A,NA,FALSE,0.28,-0.035699999999999954,-0.6574585635359106,-2.314917127071821,-0.2432432432432432,0
Raeymaekers_2009,23,Opponent_chase,Behaviour,No,M,Hybrid,F1,Hybrid,NA,NA,NA,0.12,0.04,SE,26,NA,NA,A,NA,FALSE,0.12,-0.0441,3.1276595744680846,5.255319148936169,-0.2687385740402194,0
Raeymaekers_2009,6,DA1,Behaviour,Yes,M,Parent,Gasterosteus_aculeatus_Misty_Lake,Lake,NA,NA,NA,-1.355113122,1.355335472,SD,20,NA,NA,A,B,FALSE,-1.355113122,-2.235824068,1,1,-2.538658203528221,0
Raeymaekers_2009,7,DA2,Behaviour,Yes,M,Parent,Gasterosteus_aculeatus_Misty_Lake,Lake,NA,NA,NA,0.273203027,0.933455598,SD,20,NA,NA,A,B,FALSE,0.273203027,-0.33455583899999997,1,1,-0.5504746334708345,0.7726892795682556
Raeymaekers_2009,6,DA1,Behaviour,Yes,M,Parent,Gasterosteus_aculeatus_Misty_Inlet,Inlet,NA,NA,NA,0.880710946,0.837668665,SD,27,NA,NA,A,A,FALSE,0.880710946,0,-0,-1,0,1
Raeymaekers_2009,7,DA2,Behaviour,Yes,M,Parent,Gasterosteus_aculeatus_Misty_Inlet,Inlet,NA,NA,NA,0.607758866,0.97314927,SD,27,NA,NA,A,A,FALSE,0.607758866,0,-0,-1,0,1
Raeymaekers_2009,6,DA1,Behaviour,Yes,M,Hybrid,F1,Hybrid,NA,NA,NA,0.175539203,0.85035856,SD,26,NA,NA,A,NA,FALSE,0.175539203,-0.705171743,0.31539679400212983,-0.36920641199574034,-0.8006846584600074,0.6846032059978702
Raeymaekers_2009,7,DA2,Behaviour,Yes,M,Hybrid,F1,Hybrid,NA,NA,NA,-0.864040785,1.082743461,SD,26,NA,NA,A,NA,FALSE,-0.864040785,-1.471799651,4.399264575382288,7.798529150764576,-2.4216835546747912,0
Saldamando_2005,6,Peg_number,Behaviour,No,M,Parent,Chorthippus_brunneus,Cb,NA,NA,NA,75.44,8.64,SD,61,NA,NA,A,A,FALSE,75.44,0,0,-1,-0.3599185474291533,0
Saldamando_2005,1,Echeme_length,Behaviour,No,M,Parent,Chorthippus_brunneus,Cb,NA,NA,NA,-1.61,0.29,SD,44,NA,NA,A,A,FALSE,-1.61,0,0,-1,1.205479452054795,-Inf
Saldamando_2005,10,Syllable_length,Behaviour,No,M,Parent,Chorthippus_brunneus,Cb,NA,NA,NA,-4.4,0.23,SD,29,NA,NA,A,A,FALSE,-4.4,0,0,-1,0.22562674094707535,-Inf
Saldamando_2005,7,Phrase_length,Behaviour,No,M,Parent,Chorthippus_brunneus,Cb,NA,NA,NA,-3.36,0.19,SD,23,NA,NA,A,A,FALSE,-3.36,0,0,-1,0.5135135135135134,-Inf
Saldamando_2005,6,Peg_number,Behaviour,No,M,Parent,Chorthippus_jacobsi,Cj,NA,NA,NA,117.86,9.59,SD,58,NA,NA,A,B,FALSE,117.86,42.42,1,1,0,1
Saldamando_2005,1,Echeme_length,Behaviour,No,M,Parent,Chorthippus_jacobsi,Cj,NA,NA,NA,-0.73,0.16,SD,35,NA,NA,A,B,FALSE,-0.73,0.8800000000000001,1,1,0,NaN
Saldamando_2005,10,Syllable_length,Behaviour,No,M,Parent,Chorthippus_jacobsi,Cj,NA,NA,NA,-3.59,0.24,SD,29,NA,NA,A,B,FALSE,-3.59,0.8100000000000005,1,1,0,NaN
Saldamando_2005,7,Phrase_length,Behaviour,No,M,Parent,Chorthippus_jacobsi,Cj,NA,NA,NA,-2.22,0.23,SD,20,NA,NA,A,B,FALSE,-2.22,1.1399999999999997,1,1,0,NaN
Saldamando_2005,6,Peg_number,Behaviour,No,M,Hybrid,F1,NA,NA,NA,NA,98.26,11.2,SD,50,NA,NA,A,NA,FALSE,98.26,22.820000000000007,0.5379537953795381,0.07590759075907627,-0.16629899881214993,0.5379537953795382
Saldamando_2005,1,Echeme_length,Behaviour,No,M,Hybrid,F1,NA,NA,NA,NA,-1.24,0.22,SD,51,NA,NA,A,NA,FALSE,-1.24,0.3700000000000001,0.4204545454545455,-0.15909090909090895,0.6986301369863015,-Inf
Saldamando_2005,10,Syllable_length,Behaviour,No,M,Hybrid,F1,NA,NA,NA,NA,-3.87,0.44,SD,42,NA,NA,A,NA,FALSE,-3.87,0.5300000000000002,0.6543209876543209,0.3086419753086418,0.07799442896935949,-Inf
Saldamando_2005,7,Phrase_length,Behaviour,No,M,Hybrid,F1,NA,NA,NA,NA,-2.54,0.36,SD,26,NA,NA,A,NA,FALSE,-2.54,0.8199999999999998,0.7192982456140352,0.43859649122807043,0.144144144144144,-Inf
Saldamando_2005,6,Peg_number,Behaviour,No,M,Hybrid,BC,BC_to_Cb,NA,Cb,F1,90.63,11.24,SD,58,NA,NA,A,NA,FALSE,90.63,15.189999999999998,0.35808580858085803,-0.28382838283828393,-0.23103682334973696,0.35808580858085826
Saldamando_2005,1,Echeme_length,Behaviour,No,M,Hybrid,BC,BC_to_Cb,NA,Cb,F1,-1.56,0.21,SD,42,NA,NA,A,NA,FALSE,-1.56,0.050000000000000044,0.056818181818181865,-0.8863636363636362,1.1369863013698631,-Inf
Saldamando_2005,10,Syllable_length,Behaviour,No,M,Hybrid,BC,BC_to_Cb,NA,Cb,F1,-4.31,0.28,SD,41,NA,NA,A,NA,FALSE,-4.31,0.09000000000000075,0.11111111111111197,-0.7777777777777761,0.2005571030640667,-Inf
Saldamando_2005,7,Phrase_length,Behaviour,No,M,Hybrid,BC,BC_to_Cb,NA,Cb,F1,-2.94,0.48,SD,17,NA,NA,A,NA,FALSE,-2.94,0.41999999999999993,0.368421052631579,-0.26315789473684204,0.3243243243243241,-Inf
Saldamando_2005,6,Peg_number,Behaviour,No,M,Hybrid,BC,BC_to_Cj,NA,Cj,F1,106.99,12.56,SD,85,NA,NA,A,NA,FALSE,106.99,31.549999999999997,0.7437529467232437,0.4875058934464873,-0.09222806719837096,0.7437529467232438
Saldamando_2005,1,Echeme_length,Behaviour,No,M,Hybrid,BC,BC_to_Cj,NA,Cj,F1,-1.14,0.21,SD,70,NA,NA,A,NA,FALSE,-1.14,0.4700000000000002,0.5340909090909093,0.06818181818181857,0.5616438356164382,-Inf
Saldamando_2005,10,Syllable_length,Behaviour,No,M,Hybrid,BC,BC_to_Cj,NA,Cj,F1,-4.09,0.47,SD,67,NA,NA,A,NA,FALSE,-4.09,0.3100000000000005,0.3827160493827164,-0.23456790123456717,0.139275766016713,-Inf
Saldamando_2005,7,Phrase_length,Behaviour,No,M,Hybrid,BC,BC_to_Cj,NA,Cj,F1,-2.35,0.34,SD,40,NA,NA,A,NA,FALSE,-2.35,1.0099999999999998,0.8859649122807018,0.7719298245614037,0.058558558558558405,-Inf
Haesler_2005,1,Female_mating_preference,Behaviour,No,NA,Parent,Pundamilia_nyererei,red,NA,NA,NA,0.2199,0.0109,Var,8,NA,NA,A,A,FALSE,0.2199,0,-0,-1,0,1
Haesler_2005,1,Female_mating_preference,Behaviour,No,NA,Parent,Pundamilia_pundamilia,blue,NA,NA,NA,-0.2321,0.0178,Var,8,NA,NA,A,B,FALSE,-0.2321,-0.452,1,1,-2.0554797635288766,0
Haesler_2005,1,Female_mating_preference,Behaviour,No,NA,Hybrid,F1,NA,NA,NA,NA,0.0058,0.0041,Var,20,NA,NA,A,NA,FALSE,0.0058,-0.2141,0.4736725663716814,-0.05265486725663715,-0.9736243747157799,0.5263274336283186
